customerID,ISIN,net_units,currently_held
0004718496C71D464F57,GRS014003032,4977.0,True
0004718496C71D464F57,GRS191213008,3283.0,True
0004718496C71D464F57,GRS434003000,733.0,True
0004718496C71D464F57,GRS495003006,393.0,True
00090203A8C62E135D0B,GRS144003001,200.0,True
001270E70A4ECA1CD664,GRS434003000,600.0,True
001270E70A4ECA1CD664,GRS518003009,600.0,True
0017D195DFD87A91C59D,GRS003003035,30.0,True
0017D195DFD87A91C59D,GRS260333000,111.0,True
001A82FE1591AD3926C7,GRS003003035,1.0,True
001A82FE1591AD3926C7,GRS015003007,20.0,True
001A82FE1591AD3926C7,GRS323003012,5.0,True
001D77E16FF29EC57F3E,GRF000023009,9.05,True
001DBF6F6166CB131033,GRF000037009,367.197,True
001DBF6F6166CB131033,GRF000038007,1250.348,True
0022380BB9D5062D4627,GRS449003003,20000.0,True
002443977993FF4A3219,GRS003003035,13.0,True
002443977993FF4A3219,GRS015003007,86.0,True
00257A17CD207724AE86,GRF000038007,784.457,True
0025F4F5A591ECC76D2B,GRF000037009,214.248,True
0025F4F5A591ECC76D2B,GRS403003007,5.0,True
002A1215764F03F4B554,GRF000037009,-1.7763568394002505e-15,False
002A1215764F03F4B554,GRS260333000,0.0,False
0030B344AA10500D927B,GRS260333000,500.0,True
0030B344AA10500D927B,GRS395363005,100.0,True
0038715CF6249F269F70,GRS015003007,0.0,False
0038715CF6249F269F70,GRS426003000,150.0,True
0038715CF6249F269F70,GRS448003004,0.0,False
00393625688E74B6B0B1,GRF000037009,0.0,False
003CBF78D1FEC5C82D3F,GRS260333000,0.0,False
003E7F47F258AAD9B6B2,100974271034,43.0,True
003E7F47F258AAD9B6B2,GRF000038007,164.67,True
003E7F47F258AAD9B6B2,GRS484003009,100.0,True
003F1A4138030CF429A4,BE0974303357,114.0,True
003F1A4138030CF429A4,GRS184003002,890.0,True
003F1A4138030CF429A4,GRS281003004,900.0,True
0047C2E9C1DB954967D4,GRS260333000,6.0,True
0047E9FE559CF0E111E7,GRS260333000,0.0,False
00496F70796C5E6737CC,GRF000038007,32087.849,True
004F433D4BD5A33BB796,GRF000031002,0.0,False
00512C17D0E7D1C8D5DF,GRS015003007,2.0,True
00566F6C037B47A267E3,GRS003003035,4.0,True
0059B0203C883553A892,GRS310003009,6750.000000000675,True
0059B0203C883553A892,GRS323003012,1000.0,True
0069821E67BC1D08CF8C,GRS111003026,19.0,True
006FC7037E64812976E9,GRS004013009,50.0,True
0071692748B0D90DBD06,GRS434003000,77.0,True
0071692748B0D90DBD06,GRS518003009,77.0,True
0072F6F36377784DBF24,GRS003003035,400.0,True
0074F23D1B45DF2A70DF,GRS054003009,3700.0,True
0074F23D1B45DF2A70DF,GRS084003011,3500.0,True
0074F23D1B45DF2A70DF,GRS191213008,3000.0,True
0074F23D1B45DF2A70DF,GRS208303008,2265.0,True
0074F23D1B45DF2A70DF,GRS281003004,801.0,True
0074F23D1B45DF2A70DF,GRS422003004,1100.0,True
0074F23D1B45DF2A70DF,GRS432003028,2511.0,True
0074F23D1B45DF2A70DF,GRS518003009,5000.0,True
00764C951554779C1A1D,GRF000030004,13.544000000000002,True
00764C951554779C1A1D,GRS434003000,220.0,True
00764C951554779C1A1D,LU0127230596,56.8,True
0076B6446F457C6D332E,GRS003003035,333.0,True
007B7270E95262A0B1C1,GRS003003035,2800.0,True
007B7270E95262A0B1C1,GRS323003012,6600.0,True
007BA955126BCE1FEFE7,GRS260333000,5.0,True
007BA955126BCE1FEFE7,GRS393503008,25.0,True
0080AB2CB7D1D18FD7F5,GRS260333000,45.0,True
008190D73F2BDD811F4D,GRF000038007,208.289,True
008D1DB09E52001D9A01,GRS434003000,537.0,True
008FC70295E0AF33FEC4,GRS213213002,0.0,False
008FC70295E0AF33FEC4,GRS298343005,0.0,False
008FC70295E0AF33FEC4,GRS393503008,0.0,False
008FC70295E0AF33FEC4,GRS434003000,0.0,False
008FC70295E0AF33FEC4,GRS496003005,0.0,False
008FC70295E0AF33FEC4,GRS513003004,0.0,False
00971135C80E0B05F871,GRS003003035,0.0,False
009B99EFA8EBD7BE7E7C,GRS015003007,6.0,True
009BFD23EA7B0C1BFE95,GRS003003035,98.0,True
009CA35EE2B6F4917C36,GRF000037009,589.046,True
00A23AB2B308D3FFB189,GRC1451184D4,5.0,True
00A23AB2B308D3FFB189,GRC813119AD1,2.0,True
00A23AB2B308D3FFB189,GRC8161185B1,4.0,True
00A263F24D88B0B6018C,GRS003003035,0.0,False
00A81AF0E919436934D5,GRS260333000,27.0,True
00A81AF0E919436934D5,GRS298343005,24.0,True
00A81AF0E919436934D5,GRS403003007,2.0,True
00A8BE99F1B64F66CA98,GRF000037009,81.087,True
00A93CDDB66C46D25015,GRF000037009,0.0,False
00A98B13B0C50133B5B2,GRF000022001,5.666,True
00AC9C3201CAA03E5CE8,GRS403003007,5.0,True
00B37E8DF5374D708A33,GRF000036001,805.5,True
00B99F5DBADBA18F7637,GRS014003032,125.0,True
00BC179719A8769A813D,GRS494003007,0.0,False
00BF6E75C7F29D477D95,GRS246073001,1001.0,True
00BF6E75C7F29D477D95,GRS298343005,0.0,False
00C1535F09F1168A72CA,GRS148003015,12.0,True
00C2DE371B2C998F68E8,GRS393503008,400.0,True
00C882AAE56555269995,GRS245213004,260.0,True
00C882AAE56555269995,GRS412503005,110.0,True
00C9F9FB6559137EB95C,GRS004013009,0.0,False
00CA0D084592657D0127,GRS003003035,22000.0,True
00CAD20DF6904FADFB9C,GRS240003012,177.0,True
00CD0A7260DC2AFB31D4,GRS004013009,191.0,True
00D4734DA2167F78A482,GRS260333000,114.0,True
00D7C33C919BA9474C02,GRS003003035,813.0,True
00D86DC39F71B450B38E,GRS144003001,120.0,True
00D86DC39F71B450B38E,GRS260333000,13.0,True
00DB1702AAD686BD5258,GRF000024007,0.0,False
00DB1702AAD686BD5258,GRF000045002,0.0,False
00DCB881F0D2572D4E2D,GRS003003035,0.0,False
00DCB881F0D2572D4E2D,GRS245213004,300.0,True
00DE3AF7500EFDDBF57A,GRS393503008,252.0,True
00DE3AF7500EFDDBF57A,GRS403003007,24.0,True
00E2BCDADA413E1695AB,GRC8161185B1,12.0,True
00E31B956D704621E0A3,GRF000037009,408.828,True
00E739F064439EDF553F,GRS434003000,16000.0,True
00E86326F59A1481FC74,GRS323003012,1.0,True
00EAAC1A540348B956C6,GRS279003008,0.0,False
00EAAC1A540348B956C6,GRS314003005,0.0,False
00EAAC1A540348B956C6,GRS343313003,0.0,False
00EAAC1A540348B956C6,GRS419003009,209.0,True
00ECB57F745207D11AB8,GRS015003007,0.0,False
00ECE569D99A346074C8,GRS265003004,1500.0,True
00ECE569D99A346074C8,GRS419003009,110.0,True
00ECE569D99A346074C8,GRS434003000,200.0,True
00ECE569D99A346074C8,GRS518003009,200.0,True
00EF16CE4D5C769633AA,GRF000037009,238.927,True
00EFCCB773A34A32DA9C,GRF000037009,154.693,True
00F614AD312F91A60619,GRS434003000,73.0,True
01001FC34329F0632FD2,GRF000031002,0.0,False
0105066105029C99A57F,BE0974303357,4000.0,True
0105066105029C99A57F,GRS148003015,80.0,True
0105066105029C99A57F,GRS165063009,2000.0,True
0105066105029C99A57F,GRS260333000,200.0,True
0105066105029C99A57F,GRS310003009,2250.000000000225,True
0105066105029C99A57F,GRS319103008,1700.0,True
0105066105029C99A57F,GRS393503008,400.0,True
01073DE75A9718CAF22A,GRS191213008,109.0,True
01073DE75A9718CAF22A,GRS434003000,53.0,True
0107A68C7682BAFFDBD6,GRF000037009,0.0,False
010851ABF652C718CCA4,GRS003003035,0.0,False
010851ABF652C718CCA4,GRS014003032,0.0,False
010851ABF652C718CCA4,GRS015003007,100.0,True
010851ABF652C718CCA4,GRS314003005,0.0,False
010851ABF652C718CCA4,GRS323003012,150.0,True
010851ABF652C718CCA4,GRS419003009,0.0,False
0109BB0E63F4A218BB57,GRS003003035,2.0,True
01161868F4C37D5AD952,GRS003003035,500.0,True
0121FCD2AC4A57F1518F,GRS260333000,55.0,True
0122DC07A11CCCF0F6F6,GRS074083007,0.0,False
0122DC07A11CCCF0F6F6,GRS074084005,0.0,False
0122DC07A11CCCF0F6F6,GRS260333000,0.0,False
0125B505098638FB6BF5,GRS003003035,100.0,True
01290CE20D18D1A9E98E,GRS015003007,60.0,True
0129CBBA20E263801CAC,GRS222213001,1050.0,True
0129CBBA20E263801CAC,GRS323003012,1900.0,True
0129CBBA20E263801CAC,GRS432003028,899.0,True
0139F9A0A169EA3FFE6B,GRF000031002,188.12,True
013D2348F4DBBF31476F,GRS260333000,88.0,True
013F449849C0325A2B62,GRS004013009,400.0,True
0147193F9D33F2372099,BE0974303357,0.0,False
0147193F9D33F2372099,GRS003003035,0.0,False
0147193F9D33F2372099,GRS191213008,0.0,False
0147193F9D33F2372099,GRS496003005,380.0,True
014873A797D8395FE54F,GRS014003032,0.0,False
0150E62C0EEAFC624CE8,GRS003003035,334.0,True
0151B13256F146E3F886,GRF000038007,0.0,False
01563ADF571193913AB0,GRF000038007,789.194,True
01674BE1C54BB1EED238,LU0167237543,3968.9997999999996,True
016B428B047037D1BF0D,GRC1451184D4,11.0,True
016B428B047037D1BF0D,GRC4951193D4,4.0,True
016B428B047037D1BF0D,GRS434003000,543.0,True
01767AE7409B7249D322,GRS434003000,73.0,True
017B061E93CDB830E9DE,GRS014003032,962.0,True
017B061E93CDB830E9DE,GRS495003006,500.0,True
017B4C60E3DE9D9986CF,GRS260333000,2000.0,True
017B4C60E3DE9D9986CF,GRS434003000,3000.0,True
017EC516759322675DB0,GRS298343005,1700.0,True
017FC207446AE2137505,GRF000038007,1324.108,True
0181162B40DEB4D7C284,GRS003003035,1.0,True
0181162B40DEB4D7C284,GRS314003005,1000.0,True
0185708AEDF77BA66312,GRS260333000,0.0,False
0187C716784716D1F99B,GRS260333000,100.0,True
0187C716784716D1F99B,GRS344003009,150.0,True
0188DF4D86917792F67D,BE0974271034,200.0,True
0188DF4D86917792F67D,GRS260333000,5.0,True
018B982B3FDE32B69856,GRS003003035,4.0,True
019301ADB74D820F28DA,GRS003003035,1666.0,True
0193104981145A500A26,GRS003003035,100.0,True
0199273B827B868B4110,GRF000031002,148.18,True
019CF58106DC9ECA2D52,GRS191213008,1000.0,True
019E8C01445F004822EB,GRS260333000,48.0,True
019F35825CA7D260B9A2,GRF000022001,0.0,False
01A05874D938B075450B,GRF000037009,430.528,True
01A4D04718CA3A597AF2,GRS014003032,759.0,True
01A4D04718CA3A597AF2,GRS087003000,9714.0,True
01A4D04718CA3A597AF2,GRS095003000,350.0,True
01A4D04718CA3A597AF2,GRS165063009,4910.0,True
01A4D04718CA3A597AF2,GRS213213002,18584.0,True
01A4D04718CA3A597AF2,GRS289103004,500.0,True
01A4D04718CA3A597AF2,GRS374003002,1000.0,True
01A4D04718CA3A597AF2,GRS432003028,5000.0,True
01A79B5E6F4D630587BF,GRF000038007,2882.892,True
01AAA586981F95B2D6F1,GRS298343005,0.0,False
01ADF8D0986A552D382B,GRS003003035,50.0,True
01AF623A666D08C64E21,GRF000037009,1189.949,True
01AF623A666D08C64E21,GRF000038007,4018.194,True
01B73BEA18C00126F929,GRF000037009,400.0,True
01B73BEA18C00126F929,GRF000038007,311.68,True
01B840E16EA0172F9735,GRS003003035,1000.0,True
01B840E16EA0172F9735,GRS014003032,31.25,True
01B840E16EA0172F9735,GRS015003007,10000.0,True
01B840E16EA0172F9735,GRS323003012,10000.0,True
01BB9FCC409CC7E3F10B,GRS249003005,151.0,True
01BFBB0AE4E1C188B4F5,GRS003003035,1405.0,True
01C2039C40ABEA0C3A11,GRS087003000,29.0,True
01C3AB176F8ABB8F62CC,GRC813119AD1,1.0,True
01C3AB176F8ABB8F62CC,GRS003003035,400.0,True
01C3BE30B96DF0A4C528,GRS260333000,116.0,True
01C61B6631D8483F167F,GRS015003007,293.0,True
01C61B6631D8483F167F,GRS145003000,950.0,True
01C61B6631D8483F167F,GRS316003003,2083.0,True
01C61B6631D8483F167F,GRS332073006,21450.0,True
01C61B6631D8483F167F,GRS343313003,320.0,True
01CA0E6D0D951082B9B5,GRF000031002,971.341,True
01CF4CBADAD52FC3436E,GRS392193009,800.0,True
01D67A6A7724479B0D9E,GRS004013009,0.0,False
01D67A6A7724479B0D9E,GRS191213008,500.0,True
01D67A6A7724479B0D9E,GRS245213004,0.0,False
01D67A6A7724479B0D9E,GRS294003009,85.0,True
01D67A6A7724479B0D9E,GRS298343005,200.0,True
01D67A6A7724479B0D9E,GRS372003004,600.0,True
01D67A6A7724479B0D9E,GRS393503008,100.0,True
01D67A6A7724479B0D9E,GRS448003004,0.0,False
01D67A6A7724479B0D9E,GRS449003003,4000.0,True
01D832943FE495A18E94,GRS003003035,4.0,True
01DF07E9AC2CE3909DD8,GRS003003035,10.0,True
01DFE854A47B351DAC7F,GRS260333000,0.0,False
01E3E6BDC05DFA4B5049,GRS260333000,0.0,False
01E3EF6E04E86D3D6837,GRS298343005,0.0,False
01E59661EAA9017845F7,GRF000031002,283.147,True
01E59661EAA9017845F7,GRF000038007,4080.798,True
01E9F21B0A395A0DFAB7,GRS003003035,500.0,True
01EC24C39B097C41A18B,GRS518003009,1000.0,True
01ED99E3E44EB73EDBBC,GRS260333000,222.0,True
01F8242C4C778195179B,GRF000038007,0.0,False
01FAEA8B59EA37770CD4,GRS298343005,0.0,False
01FC38AD9AB473949028,GRS003003035,108.0,True
01FC38AD9AB473949028,GRS014003032,3.125,True
01FC38AD9AB473949028,GRS015003007,523.0,True
01FC7DF82635F7FAF521,GRF000038007,1005.374,True
01FD968E394FE484E2A1,GRS087103008,0.0,False
01FD968E394FE484E2A1,GRS281101006,0.0,False
01FD968E394FE484E2A1,GRS319103008,0.0,False
01FD968E394FE484E2A1,GRS329503007,475.0,True
01FD968E394FE484E2A1,GRS373173004,0.0,False
